Position,title,link
1503.0,DEWA - ELECTRICITY NEW CONNECTION,https://admin.bayanat.ae/Home/DatasetInfo?dID=uUoyf3YjoISqbe_YJ9yarCCcDP2hYZpgCBrjnPED6Ws
1504.0,Peak Load (MW),https://admin.bayanat.ae/Home/DatasetInfo?dID=um86Unm1f89XQOLX3jfWmtAeVUiodTMiyzFFb1uEmMc
1505.0,Installed Capacity (MW),https://admin.bayanat.ae/Home/DatasetInfo?dID=hsYdt6FIM1pnOS9zs5_ZdUmJTanG3Hj2sQf4ZL-AyR0
1506.0,UAE Export Prices of LNG & It's Products,https://admin.bayanat.ae/Home/DatasetInfo?dID=Dk1QGBke-EjbL04-ZtNwNDI8v1R6lcT_2Ib6P67NWm4
1507.0,UAE Crude Oil Export Prices,https://admin.bayanat.ae/Home/DatasetInfo?dID=0IplZU7BW0UqFWhc4XG-VGBSSXmEnk5lnJM3-YFEGe4
1508.0,Crude Oil Global Benchmark Prices,https://admin.bayanat.ae/Home/DatasetInfo?dID=uCpt224K5eACkhdAh611pHRsEbhzgLfP9v4QkZtgPwU
1509.0,UAE Domestic prices of Petroleum Products,https://admin.bayanat.ae/Home/DatasetInfo?dID=l8GktwPi5ptjfYLYDg-XlwXhXw7kXCckd05TV0EODK0
1510.0,UAE Export of Petrochemical Products,https://admin.bayanat.ae/Home/DatasetInfo?dID=3FqoxQi-oFdVShxZcOCbK-Ko8Tnu3ODsElK8UamlSj4
1511.0,UAE Liquefied Natural Gas & it's Products Exports,https://admin.bayanat.ae/Home/DatasetInfo?dID=XLv8tGfRjsW7jv494HVUkPTZK4D0pfwJW2V0odr2YWo
1512.0,The UAE Most Important Refined Petroleum Products Exports,https://admin.bayanat.ae/Home/DatasetInfo?dID=mEn8tePnxN37CqbHY_i4fNfvdbP8IKkytIHbxXVWJWM
1513.0,Abu Dhabi Domestic Sales of Petrochemical Products,https://admin.bayanat.ae/Home/DatasetInfo?dID=eWikl3ierEGxmmO1F6kVK73kumzpckMT-hvvXwsQx_0
1514.0,UAE Petroleum Products Sales by Product and Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=vEtN-1MhA-sK1xqs712HoBsKEs6xeIJJ1JeBL0tC2zA
1515.0,UAE Sales of Petroleum Products by Product,https://admin.bayanat.ae/Home/DatasetInfo?dID=u8v4y1sa1zRTs7dxLqJW2mg_DxFHEb1szOdF7kpVBrk
1516.0,UAE Total Sales of Petroleum Products by Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=7NTwI2S7RVOOzVQR1qECdgBtY90bSwSWg5aewPT-Rls
1517.0,The Most Important Petroleum Products Import to UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=-_iFWbEydRqEn2Kc48FZl4xo57A9KKtsFpJwYlDKkTw
1518.0,Abu Dhabi Production of Petrochemical Products by Product,https://admin.bayanat.ae/Home/DatasetInfo?dID=WuoW3RyoxNUPKeW5lz6fN6vGW7Nj6Z8C8fnoxkzmYeY
1519.0,UAE Liquefied Natural Gas & it's Products Production,https://admin.bayanat.ae/Home/DatasetInfo?dID=hbZC-at7e3KmFix7aaxaupbdtmcDKVs8pX8dO26bQlo
1520.0,UAE Refineries Production of Petroleum Products by Product,https://admin.bayanat.ae/Home/DatasetInfo?dID=N2c04fymi_SAsCbfCklD5u9GaZ8qG828oOPLGVIgLE0
1521.0,UAE Refineries Production of Petroleum Products by Refinery & Product,https://admin.bayanat.ae/Home/DatasetInfo?dID=R_dEAnh5vidoNqs0J9UZ3BASXqc3PkN2VC1VFB90hN4
1522.0,UAE Total Refineries Production of Petroleum Products,https://admin.bayanat.ae/Home/DatasetInfo?dID=hgCYEgRBbr7mTqp6G2UQKpBIJfbIqp-dWZQeELGw9Ew
1523.0,UAE Refineries Input Quantities,https://admin.bayanat.ae/Home/DatasetInfo?dID=cxyuJz0H1-X1kry7EglVaPd_ZkP3TTC7ExxsUfrxrWI
1524.0,UAE Refineries Input Quantities by Type,https://admin.bayanat.ae/Home/DatasetInfo?dID=-IsG_rbo7fwfNdgOymB4abZv9WgA-rAJDArI9XEpxKQ
1525.0,UAE Refineries Capacity,https://admin.bayanat.ae/Home/DatasetInfo?dID=bbXDhgNXsQPI3bv5HN41hEhZepXBFKED5in_leWBl5I
1526.0,UAE Crude Oil Exports By Destination,https://admin.bayanat.ae/Home/DatasetInfo?dID=XdWgFJ3yZiUZixsov_VhT0dSLbpHb5zOgMaiMJ9tlck
1527.0,UAE Crude Oil Exports,https://admin.bayanat.ae/Home/DatasetInfo?dID=SkGcRz0h56HOjijYJdi-p3HmSfsOgXGbn8S960XRmyE
1528.0,UAE Natural Gas Production,https://admin.bayanat.ae/Home/DatasetInfo?dID=LQ_dflkZEVfX-mZibcUH3CdiXz_0DlOrfRFQTlG8hzI
1529.0,UAE Proven Natural Gas Reserves,https://admin.bayanat.ae/Home/DatasetInfo?dID=8LmrFfpATg1uNw8m-CZacAAlkZahpkBtkpmXdx2EIYc
1530.0,UAE Proven Crude Oil Reserves,https://admin.bayanat.ae/Home/DatasetInfo?dID=YIRysxrx4kb0RZnjZsTzklHwEFkNOrvN-J6hy4t7sC4
1531.0,The Contribution of Petroleum Sector in Total Export in UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=ocfFc7OmVnqfi9FT_nFQX9AuF49fVv3NJIFEURt5ejQ
1532.0,Petroleum Sectors' Contribution to Gross Domestic Product in UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=QHNBn_-A39RJ4qAyAfRa8mslb-igubQ7AQXGo-7o-Ww
1533.0,statistics of the applicants' applying for pleasure Operating License service,https://admin.bayanat.ae/Home/DatasetInfo?dID=wKcTijCwYH1TNiAItViMR1kOzNJQayVnGRuBmKCXHUY
1534.0,Patients Treated At P.H.C. By Type of Disease & Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=aNpyWeHPwfMwjPWJejKW5B0pxVSk20a6c2BkhP18GF4
1535.0,statistics of the applicants' applying for pleasure boat registration service,https://admin.bayanat.ae/Home/DatasetInfo?dID=uAef2uUyZu-bjj5EjOIrBkZaQGMrF76EM7cDZ_bURlg
1536.0,Statistics of registered commercial vessels under UAE flag,https://admin.bayanat.ae/Home/DatasetInfo?dID=V-fQc5K7_niJ610fy7GxWEyZH-61k4vgtmuWBdNyQWE
1537.0,Number of Private Pharmacies and Manpower by District and supervising entity,https://admin.bayanat.ae/Home/DatasetInfo?dID=6KbspRK3c6KApM9_JkqTMw-HJl0essuCEDJJY_iyg_U
1538.0,"Private Clinics, Manpower, and Attendances by Medical District",https://admin.bayanat.ae/Home/DatasetInfo?dID=eEg3JMQLRovYOU7YCyQOUWjF1Rvci1hJjhZ1E5w4UOo
1539.0,Number of Private Pharmacies and Manpower by District and category,https://admin.bayanat.ae/Home/DatasetInfo?dID=QDgG3RNub3d-plhwiENwH1onMwFyp77YWDr7Y46trqw
1540.0,"Private Clinics, Manpower, and Attendances by Medical District and supervising entity",https://admin.bayanat.ae/Home/DatasetInfo?dID=XRuY0x0wPj5Stc8Z6PqIR8VHm_xMFTpIcc31pKLFAZk
1541.0,"Private Hospitals and Their Manpower by Medical District, hospital name and job category",https://admin.bayanat.ae/Home/DatasetInfo?dID=-6ITbaudAVxHZrFrRbxP4y8DI1ZMU50joC5GbY8n5gU
1542.0,"Private Hospitals and Their Manpower by Medical District, hospital name, job category and supervising authority",https://admin.bayanat.ae/Home/DatasetInfo?dID=5yEeReYbnGJAjBIXJ6XlpJaw43pOXdGJMpd5vhXRm-M
1543.0,Number of Private Pharmacies and Manpower by District,https://admin.bayanat.ae/Home/DatasetInfo?dID=_HqDI54J_IC17ydbPiFdZHhf0ete-kCH7u_zX3uAvnA
1544.0,"Total Registered In PHC By Nationality, Sex & District",https://admin.bayanat.ae/Home/DatasetInfo?dID=XxoarCLBBnYg0c3YPWxsSCmqQETx46OTnbftcMlXeU8
1545.0,Admissions By Speciality & District,https://admin.bayanat.ae/Home/DatasetInfo?dID=uZn7IwawQsfGWPMsGZRE7oJN8MiAaqmA7Y254Ir4Xf8
1546.0,Hospital Services for Inpatients by Speciality,https://admin.bayanat.ae/Home/DatasetInfo?dID=CXYfo3BIQoC87ZiLJc39eKvQnvbnhfeW-KBXv6e1E1U
1547.0,Important Rates of Hospital Services by Hospital and District,https://admin.bayanat.ae/Home/DatasetInfo?dID=DncjonSgfb5Qpf28Px4hUxDUEOmqKYATOj2J187Ja-I
1548.0,Hospital Services by Hospital and Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=Hq18rqlbAxteZEnYD_Ch0WwmYCcawPBpsFM3NUxWp50
1549.0,Hospital Services to Inpatients by Speciality and Inpatient Citizenship,https://admin.bayanat.ae/Home/DatasetInfo?dID=NmOekqFzqaskR71UZSXr2dYt06FYsfeWXMlTb063J1o
1550.0,Registered Accident Injuries by External Cause of Injury and District,https://admin.bayanat.ae/Home/DatasetInfo?dID=6ziirFIOMB4FUcV19d36U9x60xgrUGcNxiTmPC-1vMA
1551.0,Attendance to Communicable Disease Control Centers by Nationality and Occupation,https://admin.bayanat.ae/Home/DatasetInfo?dID=GSBoLIM-h46xC5HxwGZ0nbAo60sPOvdZqNJPBMwVW9Q
1552.0,UAE Imports and Exports of Telecommunications Services Distributed by the Four Seasons,https://admin.bayanat.ae/Home/DatasetInfo?dID=KG5c1XTN0P53ClqLUNvvH2KE6AsIqZvMt79f1Xu7jZs
1553.0,UAE Imports and Exports of Telecommunications Services for the Fourth Quarter,https://admin.bayanat.ae/Home/DatasetInfo?dID=K7PIUgqfKFURRgsqyHu6jwAnHa0A59NG6cw2R7Gvdnc
1554.0,UAE Imports and Exports of Telecommunications Services for the Third Quarter,https://admin.bayanat.ae/Home/DatasetInfo?dID=clRfnBOcFB9SC0ubmfgtniiAv5eo4b-rDHNWnI3FZL0
1555.0,UAE Imports and Exports of Telecommunications Services for the Second Quarter,https://admin.bayanat.ae/Home/DatasetInfo?dID=YPy3dBsdfGbyQCk9N1_pUxxbzuKMroPebNxP_m5CUao
1556.0,UAE Imports and Exports of Telecommunications Services for the First Quarter,https://admin.bayanat.ae/Home/DatasetInfo?dID=wXk7nUC4goa2Jx3I8X5xWQOsYRMtKLKyDOamx-7e6GU
1557.0,"Distribution of Divorce Registered Certificates by Nationality, Gender & Emirate",https://admin.bayanat.ae/Home/DatasetInfo?dID=BOl8viNME4Cb6yKJuTxmGfZ6BiyWeNE06DM-q4dLVKI
1558.0,Producer Price Index by Manufacturing Division,https://admin.bayanat.ae/Home/DatasetInfo?dID=V5rEBwGzNQ-g6yu0T5jRujJ0qS4X1weMVAhyRmYIlEU
1559.0,Marriage Registered Contracts by Nationality by Emirate & Month,https://admin.bayanat.ae/Home/DatasetInfo?dID=nhoxHnheGJJVYUEaSez_v-cRpxYl7rIMI17Biv-Y0Fs
1560.0,Number of X-Ray Exams per Year by Type of Exam and District,https://admin.bayanat.ae/Home/DatasetInfo?dID=Rq0WNWayQpurjFnbrWJFXc7HZWIRza-CD0UV4R0Kutw
1561.0,"Attendance To P.H.C. By Type Of Services, Sex, Nationality & Medical District",https://admin.bayanat.ae/Home/DatasetInfo?dID=99TTnNXJWS2qS21xRe-7uoqF6CV9NqN_-LXjqfm58Kg
1562.0,Attendance at Communicable Disease Control Centers by District and Occupation,https://admin.bayanat.ae/Home/DatasetInfo?dID=R8bj2Y-oh2NNZg8BHg66X-qiIC1kePujgVpdEH9-VFQ
1563.0,UAE Imports and Exports of Telecommunications Services for the First Quarter,https://admin.bayanat.ae/Home/DatasetInfo?dID=UAUpfgviK0jaQ1nJoR6bH_dLRYOz_IORrRkTZS4a4lY
1564.0,Hospitals By Specialty and Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=62SxGOQ8UyoZCWVYRZmllfc-urHtjYNANDpRm6lxcFQ
1565.0,Percentage Change in Producer Price Index by Manufacturing Division,https://admin.bayanat.ae/Home/DatasetInfo?dID=w8jePWyCOh8zZVKkVnJjyh3ppS8cO-JZ3FwoDxgewcg
1566.0,Manufacturing Sector Producer Price Index,https://admin.bayanat.ae/Home/DatasetInfo?dID=-1KVfLtnKPsUQyjGu1c-yNHyamqtvbZFUCkIa4qgsAg
1567.0,Gross tertiary enrollment,https://admin.bayanat.ae/Home/DatasetInfo?dID=9--oA9znDo9n-9cg_J4hEKwwxVSCO4yskKDMetxOlIg
1568.0,"Attendance To P.H.C. By Type Of Service, Center & Medical District",https://admin.bayanat.ae/Home/DatasetInfo?dID=RdnPy6476zZC5sTDSo2iw5wSzqBqMdwwmgfNkIKcUOI
1569.0,"Referred Cases Through P.H.C. By Specialty, Sex & Medical District",https://admin.bayanat.ae/Home/DatasetInfo?dID=pJrbI89VYaIpEI-HfOCPF-BFUIUVfNdBZxM04Ri9qSM
1570.0,"Referred Cases Through P.H.C. By Specialty, Nationality & Medical District",https://admin.bayanat.ae/Home/DatasetInfo?dID=6TQesLJ_84li0WV_nVk6apYFKrjtcog1j0sbqVBkBTU
1571.0,"Registered In P.H.C By Group, Sex, Nationality And District",https://admin.bayanat.ae/Home/DatasetInfo?dID=p6CdR8HfZNViUWySYi57niSAyVjYtMgYoHe3EG0Qfws
1572.0,Registered Accident Injuries by Type of Injury and District,https://admin.bayanat.ae/Home/DatasetInfo?dID=C0HX_LzyqV7jvBQnwZp5vmnoWoY3YHEVGJAhQKNMO0s
1573.0,"Distribution of Malaria Cases by Age Group, Nationality, and Species",https://admin.bayanat.ae/Home/DatasetInfo?dID=nIuHIVZ_4uxrQrC33U_5bXFDU81J1_johG2vH9rv8i4
1574.0,Patients Treated At Zayed Complex For Herbal Researches & Traditional Medicine,https://admin.bayanat.ae/Home/DatasetInfo?dID=O--KNhJYZ8ap61SdgvfY2xESXm0PO_7NcfTbsO73QGE
1575.0,Services at Private Hospitals by Hospital and Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=AEF87cTDW3Gc4h95n2NWm7tHjLsetc6rGvHKWCPcW3c
1576.0,Private Clinics by Speciality and Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=sBKcQXrqFiR3Q3vomUYJKHvIrWSSthuV5GdslvXAuGM
1577.0,Hospital Services at Governemnt Hospitals by Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=yH7IjMYUIF3hzWcxrrvq6AWC4-4X_WWshuXr3H5JIWE
1578.0,Health Establishments by Type and Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=mxEfGn58YUPRjtRI85oo4jX7qZqVLHmDQcQa7efdB_E
1579.0,"Number of Medical Support Services by Service Type, District, and Year",https://admin.bayanat.ae/Home/DatasetInfo?dID=weeVnZzPalwhxwW3kEFhrCVYH030EnkpJOzpJH4Or88
1580.0,Number of International Medical Conferences and Seminars per Year by Type,https://admin.bayanat.ae/Home/DatasetInfo?dID=XSaHDASLRT9srXQjymvTskPb6yLLvI7OJEnWn5XiFZw
1581.0,"Births by District, Nationality, Mode of Delivery, and Condition of Newborn",https://admin.bayanat.ae/Home/DatasetInfo?dID=9dJaarlVpxF7M-l7AXEAgS_OMIt0ttBVu3fY39-N1K8
1582.0,"Doctors by Job Title, Speciality, and Sex",https://admin.bayanat.ae/Home/DatasetInfo?dID=h7Mu-BFp-LzyUzT48QlJ4HFadbujma3GMWiq7koYRx8
1583.0,"Medical Operations by Type of Anaesthesia, District, and Year",https://admin.bayanat.ae/Home/DatasetInfo?dID=nd3zTkIIcH96O6qn7g6QmCcrnKzbFrWwoE73Zn7fI_A
1584.0,"Medical Operations by Size, Medical District, and Year",https://admin.bayanat.ae/Home/DatasetInfo?dID=Hx1aFBb7ncG9ebwr3x7jvUOqF1wyUQgGCUq7yP_YNws
1585.0,"Medical Operations by Speciality, District, and Year",https://admin.bayanat.ae/Home/DatasetInfo?dID=GSWI0LN7gfg7r_Hzonkez_WSF3ooP1Ch4a_survKvmM
1586.0,"Medical Operations by Size, Type of Anaesthesia, and Speciality",https://admin.bayanat.ae/Home/DatasetInfo?dID=mr0SuZUTCc2ukIZNlLWbvkuQWceShEVZj0gCNa6lmlw
1587.0,"Dental Treatments By Type, Unit, and Medical District",https://admin.bayanat.ae/Home/DatasetInfo?dID=ymxZ5WdkOWVlIsFh2DoEv_8W3mEmGVFi15bqPv-n0as
1588.0,Hospital Services to Outpatients by Nationality and District,https://admin.bayanat.ae/Home/DatasetInfo?dID=MwKDJ1u2VnJWCQYmrKrhY29ribdZ29x4SzukRNtvStI
1589.0,Attendances to Speciality Clinics by Speciality and District,https://admin.bayanat.ae/Home/DatasetInfo?dID=83Qu1bfcY8nI17M_chWAB8rRH-z_xExW9ZTztJ8f5FU
1590.0,Dental Clinics and Manpower by District,https://admin.bayanat.ae/Home/DatasetInfo?dID=WxIyOHwMrA04TbdAn_reGmshiEmlw_Vx5fsRakXvMRQ
1591.0,MCH Centers Manpower by District,https://admin.bayanat.ae/Home/DatasetInfo?dID=rO_kX-NHimkMruIM9_VAzT0US0kpGHdTD3T9d_dhbZY
1592.0,"UAE Pilgrimage Mission Services by Sex, Nationality, and Place of Stay",https://admin.bayanat.ae/Home/DatasetInfo?dID=BzaTrxZ_N2ShL4IosIxNSV8X9I0LsWzd7rLGn6bAmvQ
1593.0,Rates Of SHC Services By District,https://admin.bayanat.ae/Home/DatasetInfo?dID=hd0FwGGRttSlHrR9GMMY7BzCXALjz75IZwyW9dV9ltI
1594.0,"Attendances at MCH Centres by Visit, Nationality, and District",https://admin.bayanat.ae/Home/DatasetInfo?dID=xJ2j0oeM53yJXGKTO1b5PwekwHgGJuNpAMymMQS3qSI
1595.0,Causes of Referral from MCH Centers to Hospitals,https://admin.bayanat.ae/Home/DatasetInfo?dID=B265eyBGZBPIpTSZvsDcDF_xDK0Yak45C-zxdvyoJso
1596.0,Distribution of Produced Dried Sludge by Emirate and Final Method of Disposing,https://admin.bayanat.ae/Home/DatasetInfo?dID=IP6LzJx-HryUQdWUeVamygbXfHycbZssjKnpCxv63iw
1597.0,"Percentage Distribution of Unemployed by Nationality, Gender and Educational Level in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=DmV4wDQQbwhOPAqro3aeV1dTskUTBO0qxA4DfkRpuyo
1598.0,"Percentage Distribution of Unemployed by Nationality, Gender and Marital Status in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=XBOGE93llQHiTyiGksrs63A47eSt1FNPnza_nVQQv1o
1599.0,"Percentage Distribution of Unemployed by Nationality, Gender and Age Group in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=fz9Pj_CKebLnh_le94TxvSWT2LR-MFOm0pxhLPWvPWY
1600.0,"Percentage Distribution of Employed Persons Who Wants to Change Their Work by Nationality, Gender and Reason for Changing",https://admin.bayanat.ae/Home/DatasetInfo?dID=-BUHUnpd-3n8mJu5D7P31S-2TkHRCkFINcWVirYyiYs
1601.0,"Percentage Distribution of Employed Persons by Nationality,Gender and Educational Level",https://admin.bayanat.ae/Home/DatasetInfo?dID=LYxm4X2eQ7GCfD5Yn85ETUro7WaBGjZNZT3ZKbgntsI
1602.0,Percentage Distribution of Employed Persons by Average Hours of Work,https://admin.bayanat.ae/Home/DatasetInfo?dID=lBCMgk0VWGQ2eKYC3cmk6E_3ZNJNTXx34kckgO-RL8E
1603.0,"Percentage Distribution of Employed Persons by Nationality,Gender and Occupation in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=1NPEj0LBAIuLgf25i-z-KlFe5CA5bbMUO_M21fHvX1Y
1604.0,"Percentage Distribution of Employed Persons by Nationality,Gender and Sector in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=lcgtCgQVpfZAK2Iq055wsTqEP8IsDoUJ3Xt8NorXrpo
1605.0,"Percentage Distribution of Employed Persons by Nationality,Gender and Marital Status in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=IIokwr70JQkN0E_BWJXwGBUftdytheGfv_qy4XsmOpE
1606.0,"Percentage Distribution of Employed Persons by Nationality,Gender and Age Group, United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=xnUJSHqt8peekkMtAzDBfc4OU09kIldUjXFdaVcBJUE
1607.0,"Percentage of Distribution of Participation in the Labor Force by Nationality, Gender and Educational Level in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=t0z64ouonnNAn8NxzUc-povVi-SWaK5iBY5fHxnkq20
1608.0,"Labor Force Participation Rate by Nationality, Gender and Age Group in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=xip1tzbe8mghHGhmPXhBzk9SgtcBUADf2dyMgLLSy8A
1609.0,"Percentage Distribution of Labor Force by Nationality, Gender and Educational Level in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=BUaqotKGcHWGi11HBpaHEzSC4a3UP4cJZCSwZE3p0j0
1610.0,"Percentage Distribution of Labor Force by Nationality, Gender and Marital Status",https://admin.bayanat.ae/Home/DatasetInfo?dID=aXBh982f_BzV4v6j8GxBt_jo-5PSg0WPJBNVFhddj9o
1611.0,"Percentage Distribution of Labor Force by Nationality, Gender and Age Group in United Arab Emirates",https://admin.bayanat.ae/Home/DatasetInfo?dID=mUHeljWQRRlm2aUOFauICrJUuai1TDQGqQ6N9eDk5JU
1612.0,Number of Health Services Employees by Emirate and Sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=9NkKr42rgh3-v6w1kfnaTPyIJ93FDBdwyhtbrfcW4XY
1613.0,Number of Health Services Employees in Government Sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=2j8aPKHZfD8uNUTJMtegb0gznCQsVhuBEFu2rQQnZ28
1614.0,Number of Health Services Employees in Private Sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=GZ1aUt-dqtCkej3mZtOHXN9a9ZbkBnjzJQbdkCDVDmU
1615.0,Number of Health Services Employees,https://admin.bayanat.ae/Home/DatasetInfo?dID=qfCwlHxOkPkIIa0jVWPjaA0aofJgSJaZKVjO7qb466g
1616.0,total-exports-and-re-export-of-coal-and-coal-products,https://admin.bayanat.ae/Home/DatasetInfo?dID=t808dSPy370uMtWWpU3ykfShKfTXPUMo1EdllH0J2ek
1617.0,Imports of Coal and Coal Products,https://admin.bayanat.ae/Home/DatasetInfo?dID=r6RrhydtRNY_GJBf2gUf3qcsrbrEbM-ZXkl2NZyV75M
1618.0,Government Pharmacies and Manpower by Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=1ibnAeJran9Tsf-sc34fTjoQNdfa9US_wamVlQ-f3a0
1619.0,"Technicians by Place of Work, Medical District, Nationality, and Sex",https://admin.bayanat.ae/Home/DatasetInfo?dID=TOOJsx0e_LVgobAfMpdBcdbPbVDKlsyLVi__COykJxQ
1620.0,"Technicians by Category, Medical District, Nationality, and Sex",https://admin.bayanat.ae/Home/DatasetInfo?dID=ZTVgj_RsMayNlMW_p71JydD49dWpYsY-XQ3768FlxJ0
1621.0,S.H.C. Services and Manpower by Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=bGe6_TaxfbahwnKX4IzXilFyaNwDEtUeKVr4RRk23A0
1622.0,Rates of Health Services Performance in the UAE (Ministry of Health Budget),https://admin.bayanat.ae/Home/DatasetInfo?dID=supSPwNMksOoCtfa2QbFCsZeju3t6NiKzZbO_fLv4ts
1623.0,Rates of Availability at P.H.C. Centers by District,https://admin.bayanat.ae/Home/DatasetInfo?dID=k7bl9TmXhtVE8wa75NJAkH7hvyfljbNnzqx87em0EK8
1624.0,Health Education In Preventive Medicine Sector By Type & Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=VLRHIiHP0ZxZumEmLVrN6Qq8hjCCFbWAW60eUbwUR5I
1625.0,"Nurses by Sex, Job Title, and District",https://admin.bayanat.ae/Home/DatasetInfo?dID=6fFnMIodbyYbGcczJ3tRexfn8O6Og_E4FtEOZ_qa2eM
1626.0,Rates Of Frequencies At M.C.H,https://admin.bayanat.ae/Home/DatasetInfo?dID=yzQ9O_KcXkJlX7DFzgDilxjDyx8BJORMCy4K3rEIyfI
1627.0,Nurse by Place of Work and Medical District,https://admin.bayanat.ae/Home/DatasetInfo?dID=kJFo8z4WiDc8wasyjXDwfypqVs6geM3L4rXs1iKidHM
1628.0,Tests done at Ajman Municipality Laboratory,https://admin.bayanat.ae/Home/DatasetInfo?dID=6M40PZjuWP0cizxeMmkeS4FpLNGJM8hOzt0VOWt_GlU
1629.0,(add theme) Hygiene warnings and violations Municipality & Planning Department Ajman,https://admin.bayanat.ae/Home/DatasetInfo?dID=jPpJvjyz5mwfqe3r0re6L-ebwKngxzeEg34ugzo9r_U
1630.0,Warnings & Violations -Municipality & Planning Department Ajman,https://admin.bayanat.ae/Home/DatasetInfo?dID=QQ_SNx9fDgVJh3Zkf3-uw-vmB6h0e0iGrwhVUjWP3ak
1631.0,Shops Visited - Municipality & Planning Department Ajman,https://admin.bayanat.ae/Home/DatasetInfo?dID=QQ-qwuSCEBMljXOVJz_640OYgvdHYGkHD33tldwDiu0
1632.0,Average Length of stay for Hotel Apartments Guests by Nationality and Classification,https://admin.bayanat.ae/Home/DatasetInfo?dID=rgMicNXr3j0bJzwfGnnGGIl-suU2vHHdH8v0e1V8vgs
1633.0,Guests and Residence Nights at Hotel Apartments by nationality and Classification Category,https://admin.bayanat.ae/Home/DatasetInfo?dID=ePPnJByKDRgfIEtJyRKZhpX4L_5_OQr_AvAbmJcIUn4
1634.0,Operating Hotel Apartments and Average Flats Occupancy by Classification Category,https://admin.bayanat.ae/Home/DatasetInfo?dID=GJymJpKi-0lqbdJLJbhzykbyiPI6NA5aKL7PAvE7TYo
1635.0,"Hotels, Rooms, Beds, Average And Occupancy Percentage By Hotels Class",https://admin.bayanat.ae/Home/DatasetInfo?dID=hfAxLWxy83vMMSCTT8kWSEEIQ96kpAPf0iqatSTzf5k
1636.0,Hotel Establishments Statistics,https://admin.bayanat.ae/Home/DatasetInfo?dID=fZDGNYdFXepIZw0SYgwHFX0jMPUFhV_lM8A1kmHYojA
1637.0,Guests by Region Hotels& Hotel Apartments,https://admin.bayanat.ae/Home/DatasetInfo?dID=3-MVvgPhwS1rl6STswUy74SOnHW4Dm48NpJemDqpZMw
1638.0,Aircrafts Movement By Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=awczfvdJErIYlcITXrIQ071tN_38RQ1tfmfXoBXP_NQ
1639.0,Hotel Establishments Main Indicators,https://admin.bayanat.ae/Home/DatasetInfo?dID=2Gcoq9K09_4foIxuYX0clws-ZMdIzVjMNb0G6zTzllI
1640.0,DMCA Anchorage Permit Details,https://admin.bayanat.ae/Home/DatasetInfo?dID=fJc79olkAbRJ2NkXypNY1XE-8jw2eBuEp__fS014Sms
1641.0,DMCA Corp Prof Owners Companies Sponsors,https://admin.bayanat.ae/Home/DatasetInfo?dID=cknxykEmDYyIzYqR7WtJcUCgTv1e1CviQuVfdVmGBjI
1642.0,DMCA Corp Prof Maritime Operation Agents,https://admin.bayanat.ae/Home/DatasetInfo?dID=rsqlgKGNk1bPgnGGuTAkeLUILnnzpKDHzyWGFf55bO4
1643.0,DMCA Marine Crew License,https://admin.bayanat.ae/Home/DatasetInfo?dID=odvjIsbIz5HCiih-w2d_pWl5d4egpXKxsvaMD3XIbjE
1644.0,"Registered Livebirths Distributed by Nationality, Sex, and Medical District",https://admin.bayanat.ae/Home/DatasetInfo?dID=s5Dk3k0BsgJlqHAuCI168xcLV3BoRjyGOGg1HPKVAnI
1645.0,"Dental Treatments By Unit, Medical District, Type of Attendances, and Type of Treatment",https://admin.bayanat.ae/Home/DatasetInfo?dID=R_LLM4OgWATmpyLFiMh0Lzj51BmQkGv7ML86PNL_obM
